dates,league,name,link
Apr 20 - May 1 2013,NA,Hong Kong Season 3 Warm Up,http://lol.esportspedia.com/wiki/Hong_Kong_Season_3_Warm_Up_Tournament
Apr 21 - May 1 2013,NA,Asian Indoor Games KR Qual.,http://lol.esportspedia.com/wiki/Asian_Indoor-Martial_Arts_Games_2013/Korean_Qualifier
Apr 26 - Apr 28 2013,Riot Games Inc.,Riot S3 NA Spring Playoffs,http://lol.esportspedia.com/wiki/Riot_League_Championship_Series/North_America/Season_3/Spring_Playoffs
Apr 26 - Apr 28 2013,Riot Games Inc.,Riot S3 EU Spring Playoffs,http://lol.esportspedia.com/wiki/Riot_League_Championship_Series/Europe/Season_3/Spring_Playoffs
Apr 27 - Apr 28 2013,Dell Invitational Cup,Dell Invitational Cup II,http://lol.esportspedia.com/wiki/Dell_Invitational_Cup_II
Apr 22 - Apr 25 2013,SoloMid Series,SoloMid EU Invitational 4,http://lol.esportspedia.com/wiki/Solomid_EU_Tournament_Circuit/Invitational_4
Apr 22 - Apr 24 2013,NA,Razer LoL Challenge,http://lol.esportspedia.com/wiki/Razer_League_of_Legends_Challenge
Apr 17 - Apr 24 2013,EUW Challenger Series,EUW Challenger Series Week 1,http://lol.esportspedia.com/wiki/EUW_Challenger_Series/Week_1_Cup
Jan 10 - Apr 23 2013,StarsWar,StarsWar League Season 2,http://lol.esportspedia.com/wiki/GIGABYTE_StarsWar_League/Season_2
Feb 9 - Apr 21 2013,Riot Games Inc.,Riot S3 EU Spring Season,http://lol.esportspedia.com/wiki/Riot_League_Championship_Series/Europe/Season_3/Spring_Round_Robin
Jan 4 - April 21 2013,Garena Premier League,2013 GPL Spring,http://lol.esportspedia.com/wiki/2013_GPL_Spring
Feb 7 - Apr 19 2013,Riot Games Inc.,Riot S3 NA Spring Season,http://lol.esportspedia.com/wiki/Riot_League_Championship_Series/North_America/Season_3/Spring_Round_Robin
Feb 2 - Cancelled 2013,Championnat Francophone,Championnat Francophone,http://lol.esportspedia.com/wiki/Championnat_Francophone
Apr 13 2013,Riot Games Inc.,Riot S3 NA Ranked 5s Qual.,http://lol.esportspedia.com/wiki/Riot_League_Championship_Series/North_America/Season_3/Summer_Promotion/Ranked_5s_Qualifier
Apr 12 - Apr 14 2013,Riot Games Inc.,Riot S3 EU Ranked 5s Qual.,http://lol.esportspedia.com/wiki/Riot_League_Championship_Series/Europe/Season_3/Summer_Promotion/Ranked_5s_Qualifiers
Mar 12 - Apr 14 2013,Taiwan eSports League/Draft Season,TeSL Draft Season,http://lol.esportspedia.com/wiki/Taiwan_eSports_League/Draft_Season
Apr 1 - Apr 12 2013,Riot Games Inc.,IPL Summer Promotion Qualifier,http://lol.esportspedia.com/wiki/Riot_League_Championship_Series/North_America/Season_3/IPL_Summer_Promotion_Qualifier
Mar 4 - Apr 12 2013,SCAN Tournament,SCAN UK Legends League,http://lol.esportspedia.com/wiki/SCAN_UK_Legends_League
Mar 31 - Apr 11 2013,Riot Games Inc.,Go4LoL Summer Promotion Qual.,http://lol.esportspedia.com/wiki/Riot_League_Championship_Series/Europe/Season_3/Summer_Promotion/Go4LoL_Qualifiers
Mar 31 - Apr 9 2013,SoloMid Series,SoloMid EU Invitational 3,http://lol.esportspedia.com/wiki/Solomid_EU_Tournament_Circuit/Invitational_3
Apr 06 - Apr 07 2013,NA,LoLPro 1v1 Tournament,http://lol.esportspedia.com/wiki/LoLPro_1v1_Tournament_Sponsored_by_Coolermaster_CM_Storm
Mar 29 - Mar 30 2013,Copenhagen Games,Copenhagen Games 2013,http://lol.esportspedia.com/wiki/Copenhagen_Games_2013
Mar 23 - Mar 24 2013,NA,i48 Spring 2013,http://lol.esportspedia.com/wiki/Insomnia48_Spring_2013
Mar 23 - Mar 24 2013,Riot Games Inc.,EU LCS road trip: Lille,http://lol.esportspedia.com/wiki/Riot_League_Championship_Series/Europe/Season_3/Lille
Mar 18 - Mar 24 2013,NA,We Will Do It Ourselves Cup,http://lol.esportspedia.com/wiki/We_Will_Do_It_Ourselves_Cup
Mar 20 - Mar 23 2013,LoL The Champions,Champions Spring Off. Qualifier,http://lol.esportspedia.com/wiki/Champions_Spring_2013/Qualifiers#Offline_Stage
Mar 18 - Mar 20 2013,SoloMid Series,SoloMid EU Invitational 2,http://lol.esportspedia.com/wiki/Solomid_EU_Tournament_Circuit/Invitational_2
Feb 25 - Mar 18 2013,IGN Pro League,SXSW IPL6 Qualifier,http://lol.esportspedia.com/wiki/IGN_ProLeague_Season_6/Qualifiers/SXSW_Qualifier
Mar 15 - Mar 17 2013,Major League Gaming,MLG Dallas 2013,http://lol.esportspedia.com/wiki/2013_MLG_Pro_Circuit/Winter/Championship
Mar 15 - Mar 17 2013,NA,Escape the Crowd 2 ,http://lol.esportspedia.com/wiki/Escape_the_Crowd_2
Mar 13 - Mar 14 2013,Riot Games Inc.,Lille EU Promotion Qualifier,http://lol.esportspedia.com/wiki/Riot_League_Championship_Series/Europe/Season_3/Lille/Qualifier
Mar 9 - Mar 10 2013,IGN Pro League,IPL SXSW All-Star 2013,http://lol.esportspedia.com/wiki/IGN_ProLeague_SXSW_All-Stars_2013
Mar 6 - Mar 9 2013,Intel Extreme Masters,IEM World Championship,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_World_Championship
Dec 3 - Mar 9 2013,G-League,G-League 2012 Season 2,http://lol.esportspedia.com/wiki/G-League_2012_Season_2
Feb 21 - Postpone 2013,IGN Pro League,Chinese IPL6 Qualifier,http://lol.esportspedia.com/wiki/IGN_ProLeague_Season_6/Qualifiers/Chinese_Qualifier
Mar 2 2013,Major League Gaming,MLG Dallas Korean Qualifier,http://lol.esportspedia.com/wiki/2013_MLG_Pro_Circuit/Winter/Championship/Korean_Qualifier
Feb 27 - Feb 28 2013,Major League Gaming,MLG Dallas NA Promotion Qual.,http://lol.esportspedia.com/wiki/2013_MLG_Pro_Circuit/Winter/Championship/Promotion_Qualifier
Oct 22 - Feb 26 2013,ESL Major Series,EMS Winter 2012,http://lol.esportspedia.com/wiki/ESL_Major_Series/Winter_2012
Feb 3 - Feb 24 2013,IGN Pro League,IvyLoL IPL6 Qualifier,http://lol.esportspedia.com/wiki/IGN_ProLeague_Season_6/Qualifiers/IvyLoL_Qualifier
Feb 9 - Feb 24 2013,IGN Pro League,SoloMid IPL6 Qualifier,http://lol.esportspedia.com/wiki/SoloMid_IPL6_Qualifier
Feb 13 - Feb 23 2013,Club Masters,OGN Club Masters,http://lol.esportspedia.com/wiki/OGN_Club_Masters
Feb 22 2013,NA,EUW Challenger Series Week 1,http://lol.esportspedia.com/wiki/EUW_Challenger_Series/Week_1_Cup
Feb 18 - Feb 21 2013,Major League Gaming,Rising Stars Invitational #6,http://lol.esportspedia.com/wiki/Rising_Stars_Invitational
Feb 11 - Feb 14 2013,Major League Gaming,Rising Stars Invitational #5,http://lol.esportspedia.com/wiki/Rising_Stars_Invitational
Jan 28 - Feb 14 2013,IGN Pro League,IPL6 Qualifier #1,http://lol.esportspedia.com/wiki/IGN_ProLeague_Season_6/Qualifiers/IPL_Qualifier_1
Feb 4 - Feb 7 2013,Major League Gaming,Rising Stars Invitational #4,http://lol.esportspedia.com/wiki/Rising_Stars_Invitational
Jan 28 - Feb 4 2013,CLG Premier Series,CLG Premier Series,http://lol.esportspedia.com/wiki/CLG_Premier_Series
Jan 29 - Feb 2 2013,Tencent Games Arena,Tencent Pro League Live Qualifier,http://lol.esportspedia.com/wiki/Tencent_LoL_Pro_League/2013/Spring_Season/Qualifiers/Main_Event
Jan 31 - Feb 2 2013,Intel Extreme Masters,IEM Season VII Sao Paulo,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Sao_Paulo
Nov 9 - Feb 2 2013,LoL The Champions,OLYMPUS Champions Winter,http://lol.esportspedia.com/wiki/OLYMPUS_Champions_Winter_2012-2013
Dec 5 - Feb 1 2013,ESL Pro Series,EPS NA Season 5,http://lol.esportspedia.com/wiki/National_ESL_Pro_Series_Season_5
Nov 12 - Feb 1 2013,NiceGameTV LoL Battle,NLB Winter,http://lol.esportspedia.com/wiki/NLB_Winter_2012-2013
Jan 28 - Jan 30 2013,Major League Gaming,Rising Stars Invitational #3,http://lol.esportspedia.com/wiki/Rising_Stars_Invitational
Dec 18 - Jan 27 2013,Intel Extreme Masters,IEM Sao Paulo Qualifiers,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Sao_Paulo/Qualifiers
Jan 25 - Jan 27 2013,Riot Games Inc.,Riot Season 3 EU Live Qualifier,http://lol.esportspedia.com/wiki/Riot_Season_3_Championship_Series/Europe/Qualifiers/Main_Event
Jan 18 - Jan 20 2013,Intel Extreme Masters,IEM Season VII Katowice,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Katowice
Jan 11 - Jan 13 2013,Riot Games Inc.,Riot Season 3 NA Live Qualifier,http://lol.esportspedia.com/wiki/Riot_Season_3_Championship_Series/North_America/Qualifiers/Main_Event
Dec 5 - Jan 12 2013,Intel Extreme Masters,IEM Katowice Qualifiers,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Katowice/Qualifiers
Jan 5 - Jan 6 2013,SoloMid Series,SoloMid NA Invitational 12,http://lol.esportspedia.com/wiki/Solomid_NA_Tournament_Circuit/Invitational_12
Dec 10 - Jan 5 2013,Riot Games Inc.,Riot Season 3 EU Online Qualifier,http://lol.esportspedia.com/wiki/Riot_Season_3_Championship_Series/Europe/Qualifiers
Dec 3 - Jan 5 2013,Riot Games Inc.,Riot Season 3 NA Online Qualifier,http://lol.esportspedia.com/wiki/Riot_Season_3_Championship_Series/North_America/Qualifiers/Ranked_5s_Qualifier
Nov 1 - Dec 29 2012,NA,HPL,http://lol.esportspedia.com/wiki/HAN_Pro_League
Dec 27 2012,NA,4PL All or Nothing 9,http://lol.esportspedia.com/wiki/4Players.de_All_or_Nothing_9
Dec 26 - Dec 27 2012,NA,Ozone Evolution Cup Week 6,http://lol.esportspedia.com/wiki/Ozone_Evolution_Cup/Season_1/Week_6
Nov 24 - Dec 23 2012,NA,Gunnar Invitational,http://lol.esportspedia.com/wiki/Gunnar_Invitational
Dec 21 2012,NA,Eclypsia Christmas Cup,http://lol.esportspedia.com/wiki/Eclypsia_Christmas_Cup
Dec 18 - Dec 19 2012,NA,Ozone Evolution Cup Week 5,http://lol.esportspedia.com/wiki/Ozone_Evolution_Cup/Season_1/Week_5
Dec 13 - Dec 16 2012,SoloMid Series,SoloMid Series Finals,http://lol.esportspedia.com/wiki/SoloMid_Series/Finals
Dec 14 - Dec 16 2012,Intel Extreme Masters,IEM Season VII Cologne,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Cologne
Dec 14 - Dec 15 2012,Northcon,Northcon 2012,http://lol.esportspedia.com/wiki/Northcon_2012
Dec 11 - Dec 15 2012,NA,Ozone Evolution Cup Week 4,http://lol.esportspedia.com/wiki/Ozone_Evolution_Cup/Season_1/Week_4
Jul 21 - Dec 10 2012,NA,The Siege,http://lol.esportspedia.com/wiki/The_Siege
Dec 7 - Dec 9 2012,SoloMid Series,SoloMid Series Week 6,http://lol.esportspedia.com/wiki/SoloMid_Series/Week_6
Oct 1 - Dec 9 2012,ESL Pro Series,EPS Germany Winter,http://lol.esportspedia.com/wiki/ESL_Pro_Series_Germany/Winter_2012
Dec 8 - Dec 9 2012,Thor,THOR Open 2012,http://lol.esportspedia.com/wiki/THOR_Open_2012
Dec 4 - Dec 8 2012,NA,Ozone Evolution Cup Week 3,http://lol.esportspedia.com/wiki/Ozone_Evolution_Cup/Season_1/Week_3
Dec 2 - Dec 3 2012,NA,Cdiscount Cup 5 Re,http://lol.esportspedia.com/wiki/Cdiscount_Cup_5_Re
Nov 29 - Dec 2 2012,IGN Pro League,IPL5 - Las Vegas,http://lol.esportspedia.com/wiki/IGN_ProLeague_Season_5
Nov 27 - Dec 1 2012,NA,Ozone Evolution Cup Week 2,http://lol.esportspedia.com/wiki/Ozone_Evolution_Cup/Season_1/Week_2
Oct 17 - Nov 29 2012,NA,Enter the Dragon,http://lol.esportspedia.com/wiki/Enter_the_Dragon
Nov 23 - Nov 25 2012,SoloMid Series,SoloMid Series Week 5,http://lol.esportspedia.com/wiki/SoloMid_Series/Week_5
Nov 25 2012,NA,SCAN Invitational,http://lol.esportspedia.com/wiki/SCAN_Invitational
Nov 25 2012,NA,4Players.de All or Nothing 8,http://lol.esportspedia.com/wiki/4Players.de_All_or_Nothing_8
Nov 24 - Nov 25 2012,NA,GeForce Brazil Invitational,http://lol.esportspedia.com/wiki/GeForce_GTX_League_of_Legends_Invitational_Brasil
Nov 19 - Nov 25 2012,Tencent Games Arena,TGA Winter 2012,http://lol.esportspedia.com/wiki/Tencent_Games_Arena_Grand_Prix/Winter_2012
Nov 22 - Nov 24 2012,Intel Extreme Masters,IEM Season VII Singapore,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Singapore
Nov 20 - Nov 24 2012,NA,Ozone Evolution Cup Week 1,http://lol.esportspedia.com/wiki/Ozone_Evolution_Cup/Season_1/Week_1
Nov 22 - Nov 23 2012,DreamHack,DreamHack Winter 2012,http://lol.esportspedia.com/wiki/DreamHack_Winter_2012
Nov 19 2012,NA,RaidCall Dominance 1,http://lol.esportspedia.com/wiki/RaidCall_Dominance_1
Nov 18 2012,NA,PG4L Season 1 Playoffs,http://lol.esportspedia.com/wiki/PROG4MER_League_Season_1
Nov 16 - Nov 18 2012,SoloMid Series,SoloMid Series Week 4,http://lol.esportspedia.com/wiki/SoloMid_Series/Week_4
Nov 18 2012,Intel Extreme Masters,IEM Cologne China & SEA Qual.,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Cologne/Qualifiers
Nov 17 2012,Intel Extreme Masters,IEM Cologne EU Final Quals,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Cologne/Qualifiers#EU_Cross-Realm_Qualifier
May 18 - Nov 17 2012,Garena Premier League,2012 GPL Season 1,http://lol.esportspedia.com/wiki/2012_GPL_Season_1
Nov 13 - Nov 16 2012,IGN Pro League,IPL5 Wildcard Qualifiers,http://lol.esportspedia.com/wiki/IGN_ProLeague_Season_5/Wildcard_Qualifiers
Nov 15 2012,Intel Extreme Masters,IEM VII Cologne EU Qualifiers #2,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Cologne/Qualifiers#EU_West_Qualifier_.232
Nov 14 2012,Intel Extreme Masters,IEM VII Cologne Final NA Qualifier,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Cologne/Qualifiers#Final_NA_Qualifier
Oct 11 - Nov 13 2012,ESL Pro Series,ESL Pro China Season 3,http://lol.esportspedia.com/wiki/Go4LoL_Pro_Asia_Season_3
Nov 11 - Nov 13 2012,Intel Extreme Masters,IEM VII Singapore Asia Qualifiers,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Singapore/Qualifiers#Asia_Finals_Qualifier
Nov 9 - Nov 11 2012,SoloMid Series,SoloMid Series Week 3,http://lol.esportspedia.com/wiki/SoloMid_Series/Week_3
Nov 10 - Nov 11 2012,NA,Lone Star Clash 2,http://lol.esportspedia.com/wiki/Lone_Star_Clash_2
Nov 11 2012,NA,Tales of the Lane Finals,http://lol.esportspedia.com/wiki/Tales_of_the_Lane
Oct 21 - Nov 11 2012,IGN Pro League,IPL5 Korean Qualifiers,http://lol.esportspedia.com/wiki/IGN_ProLeague_Season_5/Korean_Qualifiers
Aug 28 - Nov 11 2012,StarsWar,GIGABYTE StarsWar League,http://lol.esportspedia.com/wiki/GIGABYTE_StarsWar_League
Aug 16 - Nov 7 2012,ESL Pro Series,EPS NA Season 4,http://lol.esportspedia.com/wiki/National_ESL_Pro_Series_Season_4
Nov 2 - Nov 4 2012,Major League Gaming,MLG Dallas 2012,http://lol.esportspedia.com/wiki/2012_MLG_Pro_Circuit/Fall/Championship
Nov 1 - Nov 4 2012,ASUS ROG,ASUS ROG Paris,http://lol.esportspedia.com/wiki/ASUS_ROG_Fall_2012
Nov 2 - Nov 3 2012,International e-Culture Festival,IEF 2012,http://lol.esportspedia.com/wiki/International_e-Culture_Festival_2012
Oct 26 - Oct 28 2012,SoloMid Series,SoloMid Series Week 2,http://lol.esportspedia.com/wiki/SoloMid_Series/Week_2
Oct 26 - Oct 28 2012,NA,Tales of the Lane,http://lol.esportspedia.com/wiki/Tales_of_the_Lane
Oct 25 - Oct 28 2012,World e-Sports Masters,WEM 2012,http://lol.esportspedia.com/wiki/World_e-Sports_Masters_2012
Oct 24 - Oct 28 2012,LoL The Champions,Champions Winter Qualifiers,http://lol.esportspedia.com/wiki/OLYMPUS_The_Champions_Winter_2012-2013/Qualifiers
Oct 18 - Oct 27 2012,Intel Extreme Masters,IEM VII Singapore NA Qualifiers,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Singapore/Qualifiers
Sep 11 - Oct 25 2012,NA,PG4L Season 1 Group Stage,http://lol.esportspedia.com/wiki/PROG4MER_League_Season_1
Oct 19 - Oct 21 2012,SoloMid Series,SoloMid Series Week 1,http://lol.esportspedia.com/wiki/SoloMid_Series/Week_1
Oct 20 - Oct 21 2012,DreamHack,DreamHack Bucharest 2012,http://lol.esportspedia.com/wiki/DreamHack_Bucharest_2012
Oct 17 - Oct 21 2012,Intel Extreme Masters,IEM VII Singapore EU Qualifiers,http://lol.esportspedia.com/wiki/IEM_Season_VII_-_Global_Challenge_Singapore/Qualifiers
May 8 - Oct 19 2012,IGN Pro League,IPL5 NA Qualifiers,http://lol.esportspedia.com/wiki/IGN_ProLeague_Season_5/North_American_Qualifiers
Oct 13 2012,Riot Games Inc.,Season 2 - World Finals,http://lol.esportspedia.com/wiki/Season_2_World_Championship
Oct 4 - Oct 10 2012,Riot Games Inc.,Season 2 - World Playoffs,http://lol.esportspedia.com/wiki/Season_2_World_Championship
May 9 - Oct 3 2012,IGN Pro League,IPL5 EU Qualifiers,http://lol.esportspedia.com/wiki/IGN_ProLeague_Season_5/European_Qualifiers
